"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"2884","955343|264331|421182","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United States of America","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","N"
"2906","956158|265220|422630","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Indonesia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","$DEC","Y"
"2919","956297|265399|422901","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"2949","956426|265557|423162","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"2974","633807|265718|423451","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"3002","956673|265935|423792","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3034","956665|266268|424329","Temporary Entry Permit","No","Online Application","Masters CW","Qualified","Successful","United Kingdom","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"3061","957119|267305|425940","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3092","957632|267443|426148","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3120","957828|267711|426586","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3153","957832|267717|426597","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"3186","958109|268133|427308","Temporary Entry Permit","No","Online Application","","No Decision","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3217","958143|268175|427375","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3267","958268|268351|427636","Temporary Entry Permit","No","External Agency Application Load","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"3301","958381|268569|427988","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"3324","950740|259462|428962","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3371","958447|269400|429305","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United Kingdom","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"3382","958447|269400|429306","Temporary Entry Permit","No","Online Application","","Not Assessed","Higher Preference Successful","United Kingdom","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3389","959216|269840|430103","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"3415","752607|270513|431126","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","N"
"3446","959930|271389|432270","Temporary Entry Permit","No","Online Application","","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3476","960043|271568|432551","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"3515","960133|271726|432792","Temporary Entry Permit","No","Online Application","","Qualified","Successful","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"3541","960264|271938|433153","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"3570","960040|271990|433242","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Indonesia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3616","946676|272123|433466","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"3637","960374|272129|433479","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"3664","960381|272151|433505","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","N"
"3694","960423|272205|433585","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","N"
"3725","960438|272223|433612","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"3752","960701|272606|434244","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3784","960330|272655|434319","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"3798","960955|272990|434862","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"3828","961002|273089|435001","Temporary Entry Permit","No","Online Application","","Qualified","Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","N"
"3862","961077|273203|435182","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3898","958476|273273|435278","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Mauritius","2","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"3912","960317|273478|435625","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Korea, Republic of (South)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$ACC","Y"
"3951","961478|273841|436112","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"3982","961629|274080|436482","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Start Year Intake","2018","Start Year Intake","MCW","Y","$DEF","Y"
"4015","961650|274101|436506","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"4049","961718|274175|436620","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Taiwan","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4070","962013|274669|437446","Temporary Entry Permit","No","Online Application","","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4105","962111|274891|437767","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"4135","962172|274988|437906","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","2","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","N"
"4177","962238|275146|438144","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"4208","962215|275220|438262","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4238","962282|275224|438266","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"4269","962394|275392|438504","Temporary Entry Permit","No","External Agency Application Load","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4295","962489|275529|438707","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4312","962496|275541|438722","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4340","962521|275575|438767","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4366","962540|275613|438844","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4393","962546|275625|438860","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
"4425","962562|275647|438892","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4455","962608|275704|438974","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Mid Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4485","962621|275719|438994","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4514","962661|275773|439064","Temporary Entry Permit","No","Online Application","","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$DEF","Y"
"4539","962672|275792|439088","Temporary Entry Permit","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","Y","2019","Start Year Intake","2018","Mid Year Intake","MCW","Y","$ACC","Y"
