"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"1580","1041367|386546|601958","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","Bangladesh","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"1590","1041239|386739|602226","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Not Successful","Greece","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1603","1041239|386739|602227","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Ineligible / Withdrawn","Greece","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"1613","1041587|386786|602292","New Zealander","No","Online Application","Masters CW","Qualified","Successful","New Zealand","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1630","761712|388035|604219","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1642","1032525|388168|604452","Australian","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"1658","758712|388254|604629","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1669","758712|388254|604631","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1679","1036655|390141|607482","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"1690","354059|390663|608273","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1710","831349|390912|608626","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1718","1043031|391053|608822","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Nigeria","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"1731","1041567|391082|608864","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1751","761712|391125|608932","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1763","1045292|391510|609537","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","No Outcome Set","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1775","624900|391570|609634","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1784","1045654|392016|610294","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"1804","1045755|392141|610470","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","United Kingdom","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1817","1045755|392141|610471","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","United Kingdom","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1824","735247|392945|611679","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"1842","1047047|393821|612952","Temporary Entry Permit","No","Online Application","","Not Qualified","Not Successful","China (excludes SARs and Taiwan)","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","","Y"
"1854","1047165|394088|613351","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Ethiopia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1870","1047787|394823|614448","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"1890","837390|394876|614524","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1900","1030516|395283|615103","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Iran","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"1905","1030516|395283|615104","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Iran","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"1910","835603|395509|615479","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1918","587727|395593|615637","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1928","1045292|395605|615665","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"1950","1048849|396177|616538","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Nigeria","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"1961","1048849|396177|616539","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Nigeria","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"1975","1048849|396177|616540","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Nigeria","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"1986","1048849|396177|616541","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Nigeria","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"1997","1048983|396358|616793","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"2013","756502|397240|618077","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2022","1050237|397947|619072","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2031","836748|397957|619085","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2039","1050718|398572|619944","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Higher Preference Successful","Pakistan","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"2054","1050718|398572|619945","Permanent Resident (excl Humanitarian)","No","Online Application","","No Decision","Higher Preference Successful","Pakistan","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"2069","1050718|398579|619953","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Higher Preference Successful","Pakistan","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"2084","1050718|398720|620149","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Pakistan","1","Engineering","STD","Y","2020","Mid Year Intake","2020","Mid Year Intake","MCW","Y","$DEF","Y"
"2105","972422|400054|621668","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"2121","972422|400054|621670","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"2132","1051435|400572|622536","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","Philippines","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","N"
"2151","759502|401100|623361","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2159","1052275|402830|625246","Australian","No","Online Application","Higher Doctorate","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","Y"
"2184","1052649|403155|625720","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Brazil","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"2199","1052997|403664|626470","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"2208","1052997|403664|626471","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2213","1053132|404224|627133","Australian","No","Online Application","","","","Japan","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2220","1053132|404224|627135","Australian","No","Online Application","","","","Japan","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"2227","832919|404288|627219","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2237","960006|404758|627916","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2240","960006|404758|627917","Australian","No","Online Application","","Qualified","Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"2250","1053687|405059|628323","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2252","1053575|405068|628340","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"2265","836058|405406|628803","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2276","1054087|405700|629279","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","Pakistan","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"2288","1048920|406016|629731","Australian","No","Online Application","Grad Cert/Postgrad Cert","No Decision","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"2306","1054661|406435|630344","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2314","635840|407603|632198","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Assessed","Higher Preference Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"2326","1055577|407739|632403","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"2341","680712|407968|632745","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","N"
"2360","1055583|407992|632784","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","Y"
"2373","1050718|408384|633393","Permanent Resident (excl Humanitarian)","No","Online Application","","No Decision","Higher Preference Successful","Pakistan","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"2379","761261|409302|634819","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2387","638958|409347|634892","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2398","1054060|410058|635915","Australian","No","Online Application","","Qualified","Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"2409","835717|410671|636809","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","No Outcome Set","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2418","1057584|411091|637400","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"2431","1058761|412208|639044","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Italy","1","Engineering","STD","Y","2019","Mid Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"2460","1059046|412645|639691","Permanent Humanitarian Visa","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Malaysia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2470","1059046|412645|639692","Permanent Humanitarian Visa","No","Online Application","","Not Qualified","Not Successful","Malaysia","2","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"2479","1059226|412901|640078","Australian","No","Online Application","","","","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2480","1059235|412915|640098","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2488","1050411|412972|640189","Permanent Resident (excl Humanitarian)","No","Online Application","","No Decision","No Outcome Set","Jordan","1","Engineering","GOM","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2499","1059270|412994|640221","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Turkey","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","Y"
"2508","757397|413413|640865","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"2520","757397|413413|640866","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"2533","1050700|413432|640900","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"2556","939534|414919|643183","Australian","No","Online Application","","Qualified","Successful","United States of America","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","N"
"2568","760332|415488|644085","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2578","925926|416065|645076","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Pakistan","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","N"
"2597","1061850|416881|646276","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Successful","Sudan","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","Y","","N"
"2612","1056911|417015|646465","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"2627","886776|417211|646765","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","N"
"2643","757419|417263|646846","Australian","No","Online Application","","Not Qualified","Ineligible / Withdrawn","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2654","1062326|417471|647106","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2660","1060549|417674|647399","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Sri Lanka","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","N"
"2671","831996|418050|647978","Australian","No","Online Application","","No Decision","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2682","831996|418059|647992","Australian","No","Online Application","","No Decision","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2693","831996|418067|648003","Australian","No","Online Application","","No Decision","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2704","831996|418073|648010","Australian","No","Online Application","","No Decision","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2715","831996|418078|648018","Australian","No","Online Application","","No Decision","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2727","757974|418113|648063","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2742","757974|418113|648065","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"2757","945793|418162|648125","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","Successful","Pakistan","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","N"
"2772","1038402|400002|648258","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"2782","834180|418466|648634","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2792","84841|418611|648829","Australian","No","Online Application","","Qualified","Successful","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"2814","1062988|418618|648837","Australian","No","Online Application","","Not Assessed","Ineligible / Withdrawn","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2822","556092|418746|649065","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2833","1062725|419008|649432","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","Y"
"2851","1063518|419009|649433","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"2860","1063862|419463|650110","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","Y","2019","Mid Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"2883","1063956|419530|650202","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Lebanon","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"2902","257470|419911|650772","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","GC","","",""
"2914","1064425|420230|651232","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2925","1064461|420298|651352","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"2942","835863|420477|651606","Australian","No","Online Application","","","","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2950","835863|420477|651607","Australian","No","Online Application","","","","Australia","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"2958","1037562|386109|651820","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","China (excludes SARs and Taiwan)","1","Engineering","GOM","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"2977","1064696|420618|651836","Permanent Resident (excl Humanitarian)","No","Online Application","","No Decision","Successful","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"2992","1064973|420801|652109","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"3008","1065458|422005|653577","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEC","N"
"3025","837735|422153|653783","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3033","758235|422186|653829","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3045","758235|422186|653830","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","4","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3057","1065704|422287|653983","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Pakistan","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3064","1065704|422287|653984","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Pakistan","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3069","1065704|422287|653985","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Pakistan","3","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3074","1065704|422287|653986","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Pakistan","4","Engineering","STD","N","2019","Mid Year Intake","2019","Mid Year Intake","MCW","","",""
"3079","1066003|422765|654738","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$DEF","Y"
"3098","1066003|422765|654739","Permanent Resident (excl Humanitarian)","No","Online Application","","No Decision","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3106","1066032|422994|655110","Permanent Resident (excl Humanitarian)","No","Online Application","","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"3123","1066032|422994|655112","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3128","1065110|423912|656407","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"3140","868346|424049|656634","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3151","693672|424312|657002","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
"3158","834675|424621|657467","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3165","1067449|424909|657898","Australian","No","Online Application","Masters CW","Qualified","Successful","","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","Y"
"3180","1067527|425016|658044","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","","Y"
"3200","947592|425962|660108","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3207","1067094|426030|660204","Australian","No","Online Application","","Not Assessed","Not Successful","India","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3215","936837|426251|660503","Permanent Resident (excl Humanitarian)","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","Y","$ACC","N"
"3233","936837|426251|660504","Permanent Resident (excl Humanitarian)","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3244","1068696|426431|660782","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","2","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","",""
"3249","1068696|426431|660784","Australian","No","Online Application","","Not Assessed","Higher Preference Successful","Australia","3","Engineering","STD","N","2019","Start Year Intake","2019","Start Year Intake","MCW","","","N"
