"","CASE_ID","STU_CITIZEN_NM","STU_ABOR_TSI_NM","SUBMISSION_METHOD","ENTRY_TYPE","ASSESSMENT_DECISION_NM","ASSESSMENT_OUTCOME_NM","LAST_COUNTRY_EDUCATION","PREFERENCE_NO","AVAIL_ORG_UNIT_NM","STUDY_MODE_CD","RETURNING_DEFERRAL","CURR_AVAIL_YR","CURR_STUDY_PERIOD","ORIG_AVAIL_YR","ORIG_STUDY_PERIOD","SPK_CAT_TYPE_CD","OFFER_RELEASED_FG","OFFER_OUTCOME_CD","OFFER_CONDITIONS"
"7983","269088|558924|855179","Australian","No","Online Application","","Not Assessed","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"7991","797330|559013|855323","Permanent Resident (excl Humanitarian)","Not Answered","Online Application","Masters CW","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"8001","797330|559013|855324","Permanent Resident (excl Humanitarian)","Not Answered","Online Application","","","","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"8011","1167760|559579|856156","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","Y"
"8029","614843|559663|856264","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Sudan","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"8040","1168534|560047|856798","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"8054","1169011|560619|857538","Australian","No","Online Application","","No Decision","No Outcome Set","Russian Federation","1","Engineering","GOM","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8062","1161800|550469|858702","Australian","No","Online Application","","Qualified","Successful","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"8071","1169670|561512|858729","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"8085","1169765|561622|858895","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"8093","1135836|561684|858975","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8094","1135836|561684|858976","Australian","No","Online Application","","","","","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8095","1169881|561775|859124","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"8102","1170025|561984|859476","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","No Outcome Set","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"8113","382657|562314|859879","Australian","No","Online Application","Masters CW","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"8133","1173669|562658|860248","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"8143","1174873|567708|865599","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8144","1174873|567708|865600","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"8145","266336|568045|866097","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"8154","266336|568045|866098","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8161","1175308|568365|866548","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","","N"
"8171","1175521|568653|866936","Australian","No","Online Application","Masters CW","Qualified","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"8190","1175567|568716|867009","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8195","1175567|568716|867011","Australian","No","Online Application","","","","Australia","3","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"8200","1163925|569849|868633","Permanent Humanitarian Visa","No","Online Application","","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"8210","1176948|570470|869433","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8221","1177534|571224|870454","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"8231","1177591|571267|870523","Australian","No","Online Application","","","","","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8232","1177780|571477|870834","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","","United Kingdom","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8240","1177989|571742|871247","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"8241","1178170|571978|871562","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"8251","1067527|572106|871753","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","No Outcome Set","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8264","1178282|572117|871773","Permanent Resident (excl Humanitarian)","No","Online Application","","","","","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8274","1034538|572221|871921","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","No Outcome Set","Pakistan","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"8286","1034538|572221|871922","Permanent Resident (excl Humanitarian)","No","Online Application","","No Decision","No Outcome Set","Pakistan","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"8296","1178355|572824|872682","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8302","860115|573254|873136","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8312","1179677|573921|874117","Australian","No","Online Application","","Qualified","Successful","","1","Engineering","GOM","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"8330","1179697|573960|874171","Australian","No","Online Application","","Qualified","Successful","","1","Engineering","GOM","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"8347","70289|574074|874352","Australian","No","Online Application","","Qualified","Successful","","1","Engineering","GOM","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"8367","760160|574193|874487","Australian","No","Online Application","","","","Australia","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8374","760160|574193|874489","Australian","No","Online Application","","","","Australia","4","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8381","760160|574222|874535","Australian","No","Online Application","","","","Australia","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8388","760160|574222|874536","Australian","No","Online Application","","","","Australia","4","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8395","1045644|574424|874819","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","South Africa","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"8403","923390|576015|876667","Australian","No","Online Application","Advanced Dip/Diploma Overseas","Not Qualified","Not Successful","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"8411","1184026|580133|881397","Australian","No","Online Application","Bachelor (equiv Aust 3yr deg)","No Decision","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8417","1183446|580660|882096","Australian","No","Online Application","","Not Qualified","Not Successful","Australia","2","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","",""
"8425","1184669|581006|882537","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","India","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"8437","1184872|581241|882824","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","","","Pakistan","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","Y"
"8443","1184889|581263|882853","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Not Qualified","Not Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","Y"
"8450","1185090|581539|883247","New Zealander","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8452","753527|581713|883479","Australian","No","Online Application","Higher Doctorate","No Decision","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8459","860115|582167|884085","Permanent Resident (excl Humanitarian)","No","Online Application","","","","Australia","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","PGD","","",""
"8463","1185891|582655|884798","Australian","No","Online Application","","","","Japan","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8471","1186000|582795|884987","Australian","No","Online Application","","No Decision","","","1","Engineering","GOM","N","2020","Mid Year Intake","2020","Mid Year Intake","GC","","","N"
"8481","1186084|582902|885130","Permanent Resident (excl Humanitarian)","No","Online Application","Bachelor (equiv Aust 3yr deg)","Qualified","Successful","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","Y","$ACC","N"
"8492","1186134|582959|885200","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8493","898703|583467|885925","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8494","1121555|583498|885963","Australian","No","Online Application","","","","Australia","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8495","1186512|583509|885974","Australian","No","Online Application","","","","","1","Engineering","STD","N","2020","Start Year Intake","2020","Start Year Intake","MCW","","","N"
"8496","830820|584863|887643","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","PGD","","",""
"8500","326339|585289|888254","Australian","No","Online Application","","","","Australia","1","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","","N"
"8503","326339|585289|888255","Australian","No","Online Application","","","","Australia","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8504","1188027|585737|888919","Australian","No","Online Application","","","","","2","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
"8505","1188027|585737|888920","Australian","No","Online Application","","","","","3","Engineering","STD","N","2020","Mid Year Intake","2020","Mid Year Intake","MCW","","",""
